vehicle_id,bin_id,area,timestamp,route_sequence,distance_km,fuel_consumption_liters,route_efficiency_score
VH003,KUK_014,Kukatpally,2024-07-13,2,13.35,3.34,55.2
VH003,KUK_014,Kukatpally,2024-01-13,2,13.71,3.43,54.07
VH002,KUK_014,Kukatpally,2024-08-14,5,7.48,1.87,73.71
VH003,KUK_014,Kukatpally,2025-12-08,4,5.6,1.4,79.65
VH001,KUK_014,Kukatpally,2024-10-23,3,9.7,2.42,66.71
VH001,KUK_014,Kukatpally,2024-06-04,2,13.86,3.46,53.59
VH004,KUK_014,Kukatpally,2024-05-18,2,4.74,1.18,82.36
VH003,KUK_014,Kukatpally,2025-09-11,2,10.1,2.52,65.46
VH002,KUK_014,Kukatpally,2025-10-23,5,10.21,2.55,65.11
VH004,KUK_014,Kukatpally,2025-09-23,2,11.53,2.88,60.94
VH002,KUK_014,Kukatpally,2025-02-09,2,3.71,0.93,85.61
VH003,KUK_014,Kukatpally,2025-12-01,5,11.31,2.83,61.64
VH004,KUK_014,Kukatpally,2024-04-11,3,13.82,3.46,53.72
VH003,KUK_014,Kukatpally,2024-10-24,5,4.34,1.08,83.62
VH004,KUK_014,Kukatpally,2024-04-04,2,5.09,1.27,81.26
VH001,KUK_014,Kukatpally,2026-07-24,5,14.63,3.66,51.17
VH003,KUK_014,Kukatpally,2025-05-02,5,4.35,1.09,83.59
VH001,KUK_014,Kukatpally,2024-07-29,5,13.11,3.28,55.96
VH003,KUK_014,Kukatpally,2025-10-30,5,8.4,2.1,70.82
VH003,KUK_014,Kukatpally,2024-01-30,4,5.21,1.3,80.87
VH003,KUK_014,Kukatpally,2025-04-17,5,13.32,3.33,55.3
VH002,KUK_014,Kukatpally,2026-12-02,4,7.79,1.95,72.74
VH003,KUK_014,Kukatpally,2026-12-14,5,8.69,2.17,69.9
VH004,KUK_014,Kukatpally,2024-06-19,2,6.67,1.67,76.27
VH003,KUK_014,Kukatpally,2026-01-03,5,9.71,2.43,66.69
VH001,KUK_014,Kukatpally,2025-04-05,5,4.13,1.03,84.29
VH004,KUK_014,Kukatpally,2025-12-30,5,7.08,1.77,74.97
VH003,KUK_014,Kukatpally,2024-12-30,4,14.6,3.65,51.26
VH003,KUK_014,Kukatpally,2024-02-26,1,5.36,1.34,80.41
VH002,KUK_014,Kukatpally,2024-07-03,5,10.54,2.64,64.07
VH003,KUK_014,Kukatpally,2026-05-14,3,6.23,1.56,77.66
VH002,KUK_014,Kukatpally,2026-11-30,2,12.06,3.02,59.28
VH004,KUK_014,Kukatpally,2026-03-19,5,3.7,0.92,85.64
VH004,KUK_014,Kukatpally,2025-10-08,4,14.61,3.65,51.23
VH001,KUK_014,Kukatpally,2026-03-10,5,7.9,1.98,72.39
VH002,KUK_014,Kukatpally,2025-08-16,4,5.07,1.27,81.32
VH001,KUK_014,Kukatpally,2024-09-05,5,2.96,0.74,87.98
VH004,KUK_014,Kukatpally,2025-12-04,5,4.21,1.05,84.03
VH003,KUK_014,Kukatpally,2024-03-30,2,8.76,2.19,69.68
VH003,KUK_014,Kukatpally,2026-06-28,4,6.38,1.6,77.18
VH002,KUK_014,Kukatpally,2025-09-26,4,12.78,3.2,57.01
VH003,KUK_014,Kukatpally,2024-10-03,5,7.6,1.9,73.34
VH001,KUK_014,Kukatpally,2024-10-14,3,5.23,1.31,80.81
VH002,KUK_014,Kukatpally,2026-01-14,1,10.02,2.5,65.7
VH001,KUK_014,Kukatpally,2026-06-14,2,11.19,2.8,62.02
VH002,KUK_015,Kukatpally,2025-09-21,3,4.17,1.04,84.15
VH004,KUK_015,Kukatpally,2025-05-09,2,4.18,1.04,84.13
VH002,KUK_015,Kukatpally,2025-09-28,1,2.48,0.62,89.49
VH002,KUK_015,Kukatpally,2025-05-25,2,11.57,2.89,60.81
VH004,KUK_015,Kukatpally,2025-06-05,3,10.63,2.66,63.78
VH003,KUK_015,Kukatpally,2024-11-28,1,8.17,2.04,71.54
VH001,KUK_015,Kukatpally,2026-09-03,2,12.97,3.24,56.4
VH004,KUK_015,Kukatpally,2026-11-21,5,12.47,3.12,57.97
VH001,KUK_015,Kukatpally,2024-01-05,3,9.61,2.4,67.0
VH003,KUK_015,Kukatpally,2026-02-06,5,13.29,3.32,55.4
VH001,KUK_015,Kukatpally,2026-09-21,2,4.68,1.17,82.55
VH001,KUK_015,Kukatpally,2026-08-28,5,3.45,0.86,86.42
VH004,KUK_015,Kukatpally,2024-09-18,2,5.51,1.38,79.93
VH002,KUK_015,Kukatpally,2024-06-30,1,2.74,0.68,88.66
VH003,KUK_015,Kukatpally,2024-04-22,5,8.91,2.23,69.21
VH004,KUK_015,Kukatpally,2026-06-23,2,14.18,3.54,52.59
VH001,KUK_015,Kukatpally,2025-02-11,2,2.51,0.63,89.39
VH002,KUK_015,Kukatpally,2025-12-27,1,3.59,0.9,85.99
VH003,KUK_015,Kukatpally,2024-10-30,3,7.88,1.97,72.46
VH001,KUK_015,Kukatpally,2025-02-11,3,14.14,3.54,52.71
VH004,KUK_015,Kukatpally,2024-01-22,3,6.11,1.53,78.04
VH002,KUK_015,Kukatpally,2026-10-24,3,8.59,2.15,70.21
VH004,KUK_015,Kukatpally,2025-11-04,5,2.54,0.64,89.3
VH003,KUK_015,Kukatpally,2024-08-24,5,3.93,0.98,84.91
VH002,KUK_015,Kukatpally,2025-03-24,4,14.83,3.71,50.54
VH001,KUK_015,Kukatpally,2026-01-03,5,14.55,3.64,51.42
VH003,KUK_015,Kukatpally,2024-12-23,4,2.06,0.52,90.81
VH004,KUK_015,Kukatpally,2026-09-07,2,14.37,3.59,51.98
VH004,KUK_015,Kukatpally,2025-12-11,1,10.31,2.58,64.79
VH001,KUK_015,Kukatpally,2025-03-14,1,13.28,3.32,55.42
VH004,KUK_015,Kukatpally,2024-01-22,2,7.91,1.98,72.36
VH004,KUK_015,Kukatpally,2026-07-13,5,8.7,2.17,69.87
VH002,KUK_015,Kukatpally,2025-05-24,5,8.36,2.09,70.95
VH002,KUK_015,Kukatpally,2025-06-18,5,10.67,2.67,63.66
VH002,KUK_015,Kukatpally,2024-06-03,4,3.82,0.96,85.27
VH002,KUK_015,Kukatpally,2024-06-29,2,2.39,0.6,89.77
VH002,KUK_015,Kukatpally,2025-01-13,4,6.0,1.5,78.38
VH001,KUK_015,Kukatpally,2026-02-06,1,11.16,2.79,62.11
VH004,KUK_015,Kukatpally,2024-07-31,2,4.62,1.16,82.73
VH001,KUK_015,Kukatpally,2025-03-24,2,10.75,2.69,63.4
VH004,KUK_015,Kukatpally,2026-01-10,2,14.61,3.65,51.23
VH001,KUK_015,Kukatpally,2024-07-09,5,3.22,0.8,87.15
VH003,KUK_015,Kukatpally,2024-06-28,4,10.74,2.68,63.43
VH001,KUK_015,Kukatpally,2026-06-24,3,7.77,1.94,72.8
VH002,KUK_015,Kukatpally,2024-09-10,1,13.29,3.32,55.4
VH003,KUK_015,Kukatpally,2024-01-13,1,4.3,1.08,83.74
VH002,KUK_015,Kukatpally,2024-08-22,5,11.0,2.75,62.61
VH001,KUK_015,Kukatpally,2024-12-14,5,12.9,3.22,56.63
VH002,KUK_015,Kukatpally,2026-02-08,2,14.28,3.57,52.27
VH003,KUK_015,Kukatpally,2025-04-12,4,10.88,2.72,62.99
VH002,KUK_015,Kukatpally,2024-07-13,3,8.46,2.12,70.62
VH003,KUK_015,Kukatpally,2025-01-30,3,10.03,2.51,65.67
VH003,KUK_015,Kukatpally,2024-01-29,3,13.3,3.32,55.37
VH001,KUK_015,Kukatpally,2024-11-05,1,9.42,2.36,67.6
VH004,KUK_015,Kukatpally,2024-03-26,5,2.4,0.6,89.74
VH004,KUK_015,Kukatpally,2024-12-01,5,14.1,3.52,52.84
VH002,KUK_015,Kukatpally,2025-04-30,2,10.96,2.74,62.74
VH001,KUK_015,Kukatpally,2026-07-15,1,10.79,2.7,63.27
VH001,KUK_015,Kukatpally,2026-09-10,3,4.8,1.2,82.16
VH002,KUK_015,Kukatpally,2024-09-09,5,10.57,2.64,63.98
VH001,KUK_015,Kukatpally,2024-09-05,4,7.12,1.78,74.85
VH003,KUK_015,Kukatpally,2024-07-03,3,10.47,2.62,64.29
VH004,KUK_015,Kukatpally,2025-02-28,1,3.39,0.85,86.62
VH002,KUK_015,Kukatpally,2025-04-06,4,10.55,2.64,64.03
VH003,KUK_015,Kukatpally,2024-07-27,2,14.99,3.75,50.03
VH001,KUK_015,Kukatpally,2024-01-31,3,2.63,0.66,89.02
VH001,KUK_015,Kukatpally,2025-08-02,5,14.7,3.68,50.94
VH004,KUK_015,Kukatpally,2025-11-03,1,7.29,1.82,74.32
VH002,KUK_015,Kukatpally,2026-01-28,4,13.32,3.33,55.3
VH002,KUK_015,Kukatpally,2025-09-30,2,12.17,3.04,58.92
VH003,KUK_015,Kukatpally,2025-10-28,4,9.37,2.34,67.75
VH004,KUK_015,Kukatpally,2024-11-01,1,11.6,2.9,60.72
VH001,KUK_015,Kukatpally,2026-07-03,5,13.42,3.36,54.98
VH004,KUK_015,Kukatpally,2026-07-26,3,7.25,1.81,74.44
VH001,KUK_015,Kukatpally,2026-03-13,1,6.25,1.56,77.59
VH001,KUK_015,Kukatpally,2025-06-12,2,10.68,2.67,63.63
VH001,KUK_015,Kukatpally,2024-03-12,1,12.5,3.12,57.88
VH003,KUK_015,Kukatpally,2024-11-11,5,11.91,2.98,59.75
VH001,KUK_015,Kukatpally,2024-06-17,5,12.37,3.09,58.29
VH004,KUK_015,Kukatpally,2025-08-30,5,7.66,1.92,73.15
VH001,KUK_015,Kukatpally,2024-06-07,4,12.63,3.16,57.47
VH004,KUK_015,Kukatpally,2024-07-30,3,3.56,0.89,86.08
VH004,KUK_015,Kukatpally,2026-10-01,2,9.08,2.27,68.67
VH004,KUK_015,Kukatpally,2026-09-17,5,2.07,0.52,90.77
VH004,KUK_015,Kukatpally,2024-07-26,1,6.22,1.56,77.69
VH004,KUK_015,Kukatpally,2026-07-18,4,6.76,1.69,75.98
VH002,KUK_015,Kukatpally,2024-05-29,3,7.15,1.79,74.76
VH003,KUK_015,Kukatpally,2026-12-09,2,11.04,2.76,62.49
VH004,KUK_015,Kukatpally,2025-10-13,1,7.05,1.76,75.07
VH002,KUK_015,Kukatpally,2026-06-23,2,7.83,1.96,72.61
VH001,KUK_015,Kukatpally,2024-06-25,2,5.09,1.27,81.26
VH001,KUK_015,Kukatpally,2026-01-27,1,6.85,1.71,75.7
VH004,KUK_015,Kukatpally,2026-10-24,4,4.95,1.24,81.69
VH001,KUK_015,Kukatpally,2026-10-14,1,2.95,0.74,88.0
VH002,KUK_015,Kukatpally,2024-06-24,1,9.84,2.46,66.27
VH004,KUK_015,Kukatpally,2026-09-04,5,10.69,2.67,63.6
VH004,KUK_015,Kukatpally,2024-02-18,2,10.05,2.51,65.61
VH003,KUK_015,Kukatpally,2026-08-10,2,8.03,2.01,71.99
VH004,KUK_015,Kukatpally,2024-07-01,1,6.94,1.74,75.42
VH001,KUK_015,Kukatpally,2025-05-25,2,13.22,3.3,55.61
VH003,KUK_016,Kukatpally,2025-07-31,1,8.75,2.19,69.71
VH004,KUK_016,Kukatpally,2024-09-13,3,8.23,2.06,71.35
VH002,KUK_016,Kukatpally,2024-06-30,1,2.33,0.58,89.96
VH002,KUK_016,Kukatpally,2025-08-24,3,6.44,1.61,77.0
VH001,KUK_016,Kukatpally,2024-12-28,5,6.94,1.74,75.42
VH003,KUK_016,Kukatpally,2024-07-22,2,7.18,1.8,74.66
VH001,KUK_016,Kukatpally,2025-03-26,2,9.54,2.38,67.22
VH003,KUK_016,Kukatpally,2025-06-06,3,8.94,2.24,69.12
VH004,KUK_016,Kukatpally,2026-05-29,5,9.9,2.48,66.08
VH004,KUK_016,Kukatpally,2026-06-23,3,11.94,2.98,59.65
VH003,KUK_016,Kukatpally,2025-11-10,1,12.57,3.14,57.67
VH004,KUK_016,Kukatpally,2026-06-12,3,11.34,2.84,61.55
VH004,KUK_016,Kukatpally,2024-03-19,2,14.42,3.6,51.83
VH003,KUK_016,Kukatpally,2024-10-01,4,2.24,0.56,90.25
VH004,KUK_016,Kukatpally,2024-10-20,1,4.55,1.14,82.96
VH001,KUK_016,Kukatpally,2026-09-09,1,2.1,0.52,90.69
VH004,KUK_016,Kukatpally,2026-04-02,2,10.42,2.6,64.45
VH001,KUK_016,Kukatpally,2025-05-19,4,13.67,3.42,54.19
VH001,KUK_016,Kukatpally,2025-08-16,4,5.17,1.29,81.01
VH004,KUK_016,Kukatpally,2024-06-05,3,14.05,3.51,52.99
VH003,KUK_016,Kukatpally,2025-08-20,3,2.78,0.7,88.54
VH004,KUK_016,Kukatpally,2026-10-18,4,14.15,3.54,52.68
VH004,KUK_016,Kukatpally,2025-05-19,5,6.57,1.64,76.59
VH001,KUK_016,Kukatpally,2025-08-18,3,3.32,0.83,86.84
VH003,KUK_016,Kukatpally,2025-06-05,2,8.32,2.08,71.07
VH003,KUK_016,Kukatpally,2025-01-27,3,5.34,1.34,80.47
VH004,KUK_016,Kukatpally,2024-10-03,3,5.7,1.42,79.33
VH002,KUK_016,Kukatpally,2025-08-18,5,5.99,1.5,78.41
VH001,KUK_016,Kukatpally,2026-04-26,1,12.44,3.11,58.07
VH001,KUK_016,Kukatpally,2024-10-30,1,9.01,2.25,68.89
VH001,KUK_016,Kukatpally,2025-05-09,5,6.05,1.51,78.23
VH002,KUK_016,Kukatpally,2026-06-01,5,9.93,2.48,65.98
VH001,KUK_016,Kukatpally,2024-06-13,2,11.31,2.83,61.64
VH001,KUK_016,Kukatpally,2024-10-21,1,5.54,1.38,79.83
VH002,KUK_016,Kukatpally,2024-04-04,4,7.38,1.84,74.04
VH001,KUK_016,Kukatpally,2025-07-19,3,3.58,0.9,86.01
VH002,KUK_016,Kukatpally,2026-11-09,5,4.35,1.09,83.58
VH004,KUK_016,Kukatpally,2024-10-03,5,10.85,2.71,63.08
VH004,KUK_016,Kukatpally,2026-04-29,2,4.36,1.09,83.56
VH001,KUK_016,Kukatpally,2026-11-06,2,8.83,2.21,69.46
VH002,KUK_016,Kukatpally,2025-08-08,5,11.22,2.8,61.92
VH003,KUK_016,Kukatpally,2024-04-29,5,3.39,0.85,86.62
VH002,KUK_016,Kukatpally,2025-10-21,3,9.38,2.35,67.73
VH003,KUK_016,Kukatpally,2025-12-20,1,5.34,1.34,80.47
VH003,KUK_016,Kukatpally,2026-05-10,1,14.52,3.63,51.52
VH002,KUK_016,Kukatpally,2025-06-25,5,8.29,2.07,71.17
VH002,KUK_016,Kukatpally,2024-04-05,2,12.48,3.12,57.95
VH002,KUK_016,Kukatpally,2026-07-19,1,9.15,2.29,68.45
VH003,KUK_016,Kukatpally,2025-10-03,3,2.56,0.64,89.23
VH001,KUK_016,Kukatpally,2024-04-15,4,10.23,2.56,65.04
VH004,KUK_016,Kukatpally,2024-04-29,3,14.37,3.59,51.99
VH004,KUK_016,Kukatpally,2026-03-09,2,9.82,2.46,66.34
VH002,KUK_016,Kukatpally,2026-08-15,1,12.65,3.16,57.41
VH001,KUK_016,Kukatpally,2025-05-03,5,13.49,3.37,54.76
VH004,KUK_016,Kukatpally,2026-02-22,4,4.97,1.24,81.64
VH001,KUK_016,Kukatpally,2025-05-17,5,4.76,1.19,82.3
VH002,KUK_016,Kukatpally,2025-05-08,4,9.94,2.48,65.96
VH001,KUK_016,Kukatpally,2026-10-30,3,7.34,1.84,74.15
VH002,KUK_016,Kukatpally,2024-01-06,1,12.92,3.23,56.56
VH004,KUK_016,Kukatpally,2024-05-25,5,13.7,3.42,54.1
VH002,KUK_016,Kukatpally,2024-03-23,1,6.59,1.65,76.52
VH001,KUK_016,Kukatpally,2025-08-12,1,5.08,1.27,81.29
VH004,KUK_016,Kukatpally,2025-05-21,4,12.15,3.04,58.99
VH001,KUK_016,Kukatpally,2026-09-08,5,5.57,1.39,79.74
VH003,KUK_016,Kukatpally,2025-09-08,4,12.69,3.17,57.28
VH002,KUK_016,Kukatpally,2026-03-14,5,7.51,1.88,73.62
VH002,KUK_016,Kukatpally,2025-04-04,1,10.68,2.67,63.63
VH001,KUK_016,Kukatpally,2025-01-26,5,3.24,0.81,87.09
VH002,KUK_016,Kukatpally,2026-12-31,5,10.11,2.53,65.42
VH004,KUK_016,Kukatpally,2025-12-31,4,7.87,1.97,72.48
VH001,KUK_016,Kukatpally,2024-11-25,3,9.63,2.41,66.94
VH004,KUK_016,Kukatpally,2025-05-20,1,4.18,1.04,84.12
VH004,KUK_016,Kukatpally,2026-08-10,5,11.58,2.9,60.79
VH003,KUK_016,Kukatpally,2024-07-17,2,13.22,3.3,55.62
VH004,KUK_016,Kukatpally,2025-07-11,2,4.82,1.2,82.11
VH002,KUK_016,Kukatpally,2024-12-19,3,3.24,0.81,87.08
VH003,KUK_016,Kukatpally,2026-09-08,1,2.31,0.58,90.03
VH004,KUK_016,Kukatpally,2026-12-02,1,10.35,2.59,64.67
VH004,KUK_016,Kukatpally,2025-07-05,1,9.89,2.47,66.11
VH004,KUK_016,Kukatpally,2026-12-27,5,9.11,2.28,68.58
VH002,KUK_016,Kukatpally,2026-05-12,3,5.02,1.25,81.48
VH001,KUK_016,Kukatpally,2025-11-12,4,7.08,1.77,74.98
VH001,KUK_016,Kukatpally,2024-03-09,2,9.73,2.43,66.62
VH004,KUK_016,Kukatpally,2026-04-29,5,8.46,2.12,70.63
VH001,KUK_016,Kukatpally,2026-02-07,4,14.84,3.71,50.5
VH002,KUK_016,Kukatpally,2024-12-21,4,3.77,0.94,85.41
VH001,KUK_016,Kukatpally,2026-10-02,3,11.04,2.76,62.49
VH004,KUK_016,Kukatpally,2026-10-01,5,7.26,1.82,74.42
VH003,KUK_016,Kukatpally,2024-02-21,3,7.57,1.89,73.44
VH002,KUK_016,Kukatpally,2025-01-19,3,11.33,2.83,61.58
VH001,KUK_016,Kukatpally,2024-07-30,4,11.0,2.75,62.61
VH004,KUK_016,Kukatpally,2025-05-24,2,14.89,3.72,50.35
VH004,KUK_016,Kukatpally,2024-12-07,3,3.67,0.92,85.73
VH001,KUK_016,Kukatpally,2025-03-18,3,3.35,0.84,86.74
VH004,KUK_016,Kukatpally,2026-05-30,1,11.42,2.86,61.29
VH002,KUK_016,Kukatpally,2025-02-28,3,9.52,2.38,67.28
VH002,KUK_016,Kukatpally,2024-12-10,1,5.56,1.39,79.77
VH001,KUK_016,Kukatpally,2026-11-04,4,3.03,0.76,87.75
VH002,KUK_016,Kukatpally,2025-09-23,1,3.11,0.78,87.5
VH004,KUK_016,Kukatpally,2024-12-19,2,13.62,3.4,54.35
VH004,KUK_017,Kukatpally,2026-09-20,2,4.49,1.12,83.14
VH001,KUK_017,Kukatpally,2026-03-28,4,6.2,1.55,77.75
VH002,KUK_017,Kukatpally,2025-01-26,1,4.95,1.24,81.7
VH001,KUK_017,Kukatpally,2026-08-06,1,6.61,1.65,76.46
VH003,KUK_017,Kukatpally,2024-08-18,5,2.9,0.72,88.16
VH001,KUK_017,Kukatpally,2025-12-21,2,8.75,2.19,69.71
VH001,KUK_017,Kukatpally,2026-07-01,1,2.88,0.72,88.23
VH002,KUK_017,Kukatpally,2026-07-06,3,12.4,3.1,58.19
VH001,KUK_017,Kukatpally,2024-01-03,4,5.04,1.26,81.41
VH003,KUK_017,Kukatpally,2024-01-03,5,9.02,2.26,68.86
VH003,KUK_017,Kukatpally,2025-03-21,5,13.44,3.36,54.92
VH002,KUK_017,Kukatpally,2026-11-11,5,10.46,2.62,64.32
VH004,KUK_017,Kukatpally,2025-07-08,2,8.93,2.23,69.15
VH001,KUK_017,Kukatpally,2024-07-02,3,6.22,1.56,77.69
VH004,KUK_017,Kukatpally,2025-05-19,3,6.33,1.58,77.34
VH001,KUK_017,Kukatpally,2026-11-10,5,10.7,2.68,63.56
VH004,KUK_017,Kukatpally,2024-02-04,4,14.92,3.73,50.25
VH001,KUK_017,Kukatpally,2026-11-15,4,10.6,2.65,63.87
VH003,KUK_017,Kukatpally,2026-11-22,4,9.25,2.31,68.13
VH002,KUK_017,Kukatpally,2024-07-23,3,11.5,2.88,61.04
VH004,KUK_017,Kukatpally,2026-08-29,3,8.05,2.01,71.92
VH003,KUK_017,Kukatpally,2024-06-11,3,2.78,0.7,88.54
VH003,KUK_017,Kukatpally,2024-04-06,1,9.31,2.33,67.95
VH002,KUK_017,Kukatpally,2026-03-06,2,14.45,3.61,51.74
VH002,KUK_017,Kukatpally,2024-02-10,1,4.28,1.07,83.81
VH001,KUK_017,Kukatpally,2026-07-28,2,10.97,2.74,62.71
VH002,KUK_017,Kukatpally,2026-02-05,3,4.61,1.15,82.77
VH002,KUK_017,Kukatpally,2024-02-10,2,8.97,2.24,69.02
VH003,KUK_017,Kukatpally,2025-05-22,3,3.26,0.82,87.03
VH003,KUK_017,Kukatpally,2024-09-06,5,7.85,1.96,72.54
VH003,KUK_017,Kukatpally,2025-10-08,5,11.83,2.96,60.0
VH003,KUK_017,Kukatpally,2026-08-23,3,6.52,1.63,76.75
VH003,KUK_017,Kukatpally,2026-10-04,1,10.64,2.66,63.75
VH004,KUK_017,Kukatpally,2026-05-19,2,12.34,3.08,58.39
VH004,KUK_017,Kukatpally,2025-11-16,4,14.05,3.51,52.99
VH003,KUK_017,Kukatpally,2025-07-08,1,5.05,1.26,81.38
VH004,KUK_017,Kukatpally,2024-10-09,3,7.19,1.8,74.63
VH003,KUK_017,Kukatpally,2026-04-10,4,3.98,1.0,84.75
VH002,KUK_017,Kukatpally,2025-12-30,4,14.9,3.72,50.31
VH004,KUK_017,Kukatpally,2026-11-22,5,14.05,3.51,52.99
VH004,KUK_017,Kukatpally,2026-12-23,1,9.02,2.26,68.86
VH003,KUK_017,Kukatpally,2026-08-09,3,12.95,3.24,56.47
VH002,KUK_017,Kukatpally,2025-06-15,3,8.77,2.19,69.65
VH001,KUK_017,Kukatpally,2024-10-20,1,10.11,2.53,65.43
VH001,KUK_017,Kukatpally,2024-08-17,1,3.16,0.79,87.34
VH002,KUK_017,Kukatpally,2026-08-25,2,11.82,2.96,60.03
VH004,KUK_017,Kukatpally,2025-07-27,2,3.66,0.92,85.76
VH004,KUK_017,Kukatpally,2025-11-08,4,12.74,3.18,57.13
VH002,KUK_017,Kukatpally,2024-10-08,3,12.17,3.04,58.93
VH002,KUK_017,Kukatpally,2024-02-21,2,11.21,2.8,61.95
VH001,KUK_017,Kukatpally,2026-10-26,4,2.47,0.62,89.52
VH001,KUK_017,Kukatpally,2025-10-23,1,5.94,1.48,78.57
VH003,KUK_017,Kukatpally,2024-05-31,3,5.42,1.36,80.21
VH003,KUK_017,Kukatpally,2024-05-01,1,6.68,1.67,76.24
VH001,KUK_017,Kukatpally,2025-03-01,5,3.14,0.78,87.41
VH001,KUK_017,Kukatpally,2025-09-01,1,14.18,3.54,52.59
VH004,KUK_017,Kukatpally,2026-12-22,3,9.2,2.3,68.29
VH004,KUK_017,Kukatpally,2024-01-14,2,5.97,1.49,78.48
VH003,KUK_017,Kukatpally,2024-01-03,4,7.16,1.79,74.73
VH001,KUK_017,Kukatpally,2025-12-15,2,7.81,1.95,72.67
VH004,KUK_017,Kukatpally,2025-01-23,1,9.81,2.45,66.37
VH004,KUK_017,Kukatpally,2026-10-28,2,8.7,2.17,69.86
VH004,KUK_017,Kukatpally,2026-04-08,1,13.95,3.49,53.31
VH002,KUK_017,Kukatpally,2025-03-05,1,8.46,2.12,70.63
VH003,KUK_017,Kukatpally,2026-06-19,4,14.9,3.72,50.32
VH002,KUK_017,Kukatpally,2024-08-08,4,13.07,3.27,56.09
VH004,KUK_017,Kukatpally,2025-06-25,1,4.71,1.18,82.45
VH002,KUK_017,Kukatpally,2026-10-11,4,14.1,3.52,52.84
VH001,KUK_017,Kukatpally,2026-08-10,3,3.51,0.88,86.23
VH003,KUK_017,Kukatpally,2024-01-12,4,12.63,3.16,57.48
VH002,KUK_017,Kukatpally,2024-07-26,5,6.95,1.74,75.39
VH001,KUK_017,Kukatpally,2024-07-18,5,13.41,3.35,55.01
VH003,KUK_017,Kukatpally,2025-10-04,1,13.28,3.32,55.42
VH001,KUK_017,Kukatpally,2024-12-05,1,12.48,3.12,57.95
VH001,KUK_017,Kukatpally,2025-08-01,2,12.27,3.07,58.61
VH002,KUK_017,Kukatpally,2025-11-20,2,5.96,1.49,78.51
VH003,KUK_017,Kukatpally,2024-01-11,3,3.05,0.76,87.69
VH002,KUK_017,Kukatpally,2024-11-02,4,7.24,1.81,74.48
VH001,KUK_017,Kukatpally,2026-09-21,5,4.26,1.06,83.88
VH001,KUK_017,Kukatpally,2025-06-30,4,11.03,2.76,62.52
VH001,KUK_017,Kukatpally,2025-07-21,5,6.5,1.62,76.81
VH002,KUK_017,Kukatpally,2026-06-11,3,14.68,3.67,51.01
VH003,KUK_017,Kukatpally,2026-10-14,1,10.33,2.58,64.73
VH004,KUK_017,Kukatpally,2025-04-30,4,12.69,3.17,57.28
VH003,KUK_017,Kukatpally,2026-01-05,2,3.72,0.93,85.57
VH001,KUK_017,Kukatpally,2025-09-09,3,13.21,3.3,55.65
VH004,KUK_017,Kukatpally,2024-04-22,5,14.0,3.5,53.16
VH002,KUK_017,Kukatpally,2024-10-27,5,8.33,2.08,71.03
VH003,KUK_017,Kukatpally,2024-12-15,5,9.88,2.47,66.15
VH001,KUK_017,Kukatpally,2026-07-27,3,11.94,2.98,59.65
VH001,KUK_017,Kukatpally,2026-04-16,1,4.27,1.07,83.84
VH004,KUK_017,Kukatpally,2024-05-13,5,8.53,2.13,70.4
VH004,KUK_017,Kukatpally,2024-09-28,3,7.18,1.8,74.66
VH002,KUK_017,Kukatpally,2024-08-24,2,3.9,0.98,85.0
VH002,KUK_017,Kukatpally,2024-01-10,4,6.78,1.7,75.93
VH004,KUK_017,Kukatpally,2026-09-05,4,2.89,0.72,88.2
VH001,KUK_017,Kukatpally,2026-09-21,3,2.34,0.58,89.93
VH004,KUK_017,Kukatpally,2026-07-05,1,3.76,0.94,85.45
VH002,KUK_017,Kukatpally,2024-06-09,1,14.52,3.63,51.51
VH003,KUK_017,Kukatpally,2025-12-19,1,9.14,2.28,68.48
VH003,KUK_018,Kukatpally,2025-08-02,4,14.56,3.64,51.39
VH001,KUK_018,Kukatpally,2025-12-30,4,7.62,1.9,73.27
VH002,KUK_018,Kukatpally,2024-11-10,3,6.05,1.51,78.22
VH003,KUK_018,Kukatpally,2026-12-07,3,8.58,2.14,70.25
VH003,KUK_018,Kukatpally,2024-05-27,1,7.71,1.93,72.99
VH001,KUK_018,Kukatpally,2025-12-23,3,3.37,0.84,86.68
VH001,KUK_018,Kukatpally,2024-11-01,4,10.33,2.58,64.73
VH002,KUK_018,Kukatpally,2024-02-06,3,4.81,1.2,82.14
VH004,KUK_018,Kukatpally,2025-09-25,5,10.05,2.51,65.61
VH003,KUK_018,Kukatpally,2026-04-16,5,10.45,2.61,64.35
VH003,KUK_018,Kukatpally,2026-11-06,4,3.98,1.0,84.76
VH004,KUK_018,Kukatpally,2026-08-29,3,2.8,0.7,88.48
VH001,KUK_018,Kukatpally,2025-01-16,3,12.15,3.04,58.99
VH003,KUK_018,Kukatpally,2025-01-05,2,7.98,2.0,72.14
VH003,KUK_018,Kukatpally,2026-03-18,5,2.76,0.69,88.61
VH004,KUK_018,Kukatpally,2024-09-17,3,14.93,3.73,50.22
VH003,KUK_018,Kukatpally,2026-10-14,2,2.75,0.69,88.63
VH002,KUK_018,Kukatpally,2024-11-09,2,11.04,2.76,62.49
VH002,KUK_018,Kukatpally,2024-04-14,5,14.79,3.7,50.66
VH002,KUK_018,Kukatpally,2026-10-12,3,5.11,1.28,81.19
VH002,KUK_018,Kukatpally,2024-08-07,2,3.85,0.96,85.17
VH001,KUK_018,Kukatpally,2024-10-22,2,3.58,0.9,86.02
